8.566,17.012,5
8.12,16.11,4
8.844,16.026,5
8.398,16.282,4
8.808,15.59,4
8.502,16.166,4
8.942,16.19,5
8.376,16.112,4
8.518,15.84,4
8.878,16.004,5
8.582,16.774,5
8.248,16.154,4
8.588,16.24,5
8.706,16.374,5
8.524,16.392,5
8.458,16.452,5
8.83,16.36,5
8.616,16.112,5
8.844,16.362,5
8.468,15.928,4
8.62,16.674,5
8.974,16.53,5
8.826,16.084,5
8.104,15.962,4
8.386,16.24,4
4.576,12.878,4
4.46,13.16,4
3.632,12.862,3
4.238,12.506,3
4.348,13.268,4
3.788,12.372,3
4.19,12.772,4
3.86,12.706,3
3.978,13.308,4
4.336,12.854,4
4.218,13.03,4
4.25,13.002,4
4.334,13.06,4
4.654,12.566,4
4.38,12.792,4
3.968,13.016,4
4.614,12.526,4
3.95,12.67,3
4.038,12.67,3
4.426,12.238,3
4.066,12.514,3
4.248,12.392,3
4.61,12.95,4
4.328,12.99,4
4.5,12.522,4
4.176,12.71,4
4.492,12.464,3
4.134,12.834,4
4.316,12.764,4
4.454,12.084,3
4.052,12.934,4
4.26,13.118,4
4.058,13.718,4
4.24,12.626,3
3.838,12.232,3
4.128,13.4,4
3.764,12.38,3
4.424,13.186,4
4.234,12.994,4
5.13,13.296,4
3.9,6.742,3
3.994,7.206,3
4.278,7.222,3
4.172,6.848,3
3.882,6.894,3
3.936,6.994,3
4.162,6.87,3
3.762,7.1,3
4.256,7.612,3
4.55,6.822,2
4.062,6.984,3
4.026,7.23,3
4.364,7.184,3
4.292,7.208,3
4.288,6.91,3
4.018,7.062,3
4.07,7.104,3
4.548,7.654,3
4.402,7.082,3
3.692,7.49,3
4.888,7.194,2
4.456,7.146,3
4.732,7.154,2
4.088,7.212,3
4.502,6.928,2
3.402,7.434,3
4.246,6.692,2
4.166,7.256,3
4.852,6.83,2
4.398,7.428,3
5.016,7.054,2
4.25,6.76,2
3.738,7.082,3
4.254,7.264,3
4.122,7.238,3
3.878,7.232,3
4.55,7.29,3
4.03,7.126,3
4.412,7.022,3
4.276,7.244,3
8.376,3.788,2
8.81,3.864,2
8.218,3.548,2
8.374,3.748,2
8.102,4.3,2
8.386,3.952,2
8.858,3.274,1
8.884,3.504,1
8.294,3.38,2
8.38,3.178,2
8.738,4.294,2
9.1,3.84,1
9.086,3.6,1
8.616,3.45,2
8.624,3.698,2
8.632,3.82,2
8.286,3.704,2
8.816,3.58,2
8.722,3.854,2
8.298,3.378,2
9.014,4.034,1
8.87,3.554,1
8.562,3.662,2
8.6,3.828,2
8.94,3.836,1
8.768,4.32,2
8.838,3.926,2
8.288,3.466,2
8.652,3.782,2
8.376,3.956,2
7.724,3.414,2
8.374,4.136,2
8.6,3.712,2
9.026,3.788,1
8.534,3.252,2
8.874,3.602,1
8.796,3.888,2
8.592,3.988,2
8.98,4.014,1
8.562,3.856,2
13.894,4.16,1
14.278,5.26,0
14.364,4.748,1
14.108,4.918,1
13.998,5.498,0
14.4,5.296,0
14.3,5.368,0
13.958,5.35,0
13.842,4.984,1
13.85,4.246,1
13.978,5.356,0
14.366,5.104,0
14.272,4.94,0
14.336,5.176,0
14.744,5.248,0
14.306,5.06,0
13.986,5.05,0
14.44,5.33,0
14.004,4.92,1
13.332,4.592,1
14.218,5.544,0
14.154,4.768,1
13.468,4.92,1
13.67,5.406,0
13.664,5.016,1
14.12,4.87,1
13.836,4.51,1
14.204,5.064,0
14.004,5.228,0
13.266,4.858,1
13.668,5.34,0
14.528,4.812,0
14.318,4.592,1
14.018,5.182,0
14.37,4.884,0
14.198,4.804,1
14.32,4.59,1
13.636,5.218,0
14.41,4.656,1
14.02,5.614,0
